01,Adrar,01,Adrar,006,Bouda,
01,Adrar,01,Adrar,001,Adrar,
01,Adrar,02,Aoulef,002,Akabli,
01,Adrar,02,Aoulef,004,Aoulef,
01,Adrar,03,Fenoughil,009,Fenoughil,
01,Adrar,03,Fenoughil,021,Tamest,
01,Adrar,04,Reggane,016,Reggane,
01,Adrar,04,Reggane,017,Sali,
01,Adrar,05,Tsabit,027,Tsabit,
01,Adrar,06,Zaouiat_Kounta,028,Zaouiet_Kounta,
02,Chlef,01,Abou_El_Hassane,060,Talassa,
02,Chlef,01,Abou_El_Hassane,059,Tadjena,
02,Chlef,02,Ain_Merane,030,Ain_Merane,
02,Chlef,02,Ain_Merane,045,Herenfa,
02,Chlef,03,Beni_Haoua,037,Breira,
02,Chlef,03,Beni_Haoua,033,Beni_Haoua,
02,Chlef,04,Boukadir,035,Boukadir,
02,Chlef,04,Boukadir,050,Oued_Sly,
02,Chlef,05,Chlef,039,Chlef,
02,Chlef,05,Chlef,054,Oum_Drou,
02,Chlef,06,El_Karimia,032,Beni__Bouattab,
02,Chlef,06,El_Karimia,042,El_Karimia,
02,Chlef,07,El_Marsa,043,El_Marsa,
02,Chlef,07,El_Marsa,047,Moussadek,
02,Chlef,08,Oued_Fodda,051,Ouled_Abbes,
02,Chlef,08,Oued_Fodda,048,Oued_Fodda,
02,Chlef,09,Ouled_Ben_Abdelkader,041,El_Hadjadj,
02,Chlef,09,Ouled_Ben_Abdelkader,052,Ouled_Ben_Abdelkader,
02,Chlef,10,Ouled_Fares,038,Chettia,
02,Chlef,10,Ouled_Fares,053,Ouled_Fares,
02,Chlef,11,Taougrit,061,Taougrit,
02,Chlef,11,Taougrit,040,Dahra,
02,Chlef,12,Tenes,057,Sidi_Akkacha,
02,Chlef,12,Tenes,062,Tenes,
02,Chlef,13,Zeboudja,063,Zeboudja,
02,Chlef,13,Zeboudja,036,Bouzeghaia,
03,Laghouat,01,Aflou,083,Sidi_Bouzid,
03,Laghouat,01,Aflou,064,Aflou,
03,Laghouat,02,Ain_Madhi,085,Tadjemout,
03,Laghouat,02,Ain_Madhi,065,Ain_Madhi,
03,Laghouat,03,Brida,069,Brida,
03,Laghouat,03,Brida,074,Hadj_Mechri,
03,Laghouat,04,El_Ghicha,071,El_Ghicha,
03,Laghouat,05,Gueltat_Sidi_Saad,067,El_Beidha,
03,Laghouat,05,Gueltat_Sidi_Saad,073,Gueltat_Sidi_Saad,
03,Laghouat,06,Hassi_R'mel,075,Hassi_Delaa,
03,Laghouat,06,Hassi_R'mel,076,Hassi_R'mel,
03,Laghouat,07,Ksar_El_Hirane,078,Ksar_El_Hirane,
03,Laghouat,07,Ksar_El_Hirane,068,Benacer_Benchohra,
03,Laghouat,08,Laghouat,079,Laghouat,
03,Laghouat,09,Oued_Morra,080,Oued_Morra,
03,Laghouat,09,Oued_Morra,081,Oued_M'zi,
03,Laghouat,10,Sidi_Makhlouf,070,El_Assafia,
03,Laghouat,10,Sidi_Makhlouf,084,Sidi_Makhlouf,
04,Oum_El_Bouaghi,01,Ain_Babouche,088,Ain_Babouche,
04,Oum_El_Bouaghi,01,Ain_Babouche,090,Ain_Diss,
04,Oum_El_Bouaghi,02,Ain_Beida,089,Ain_Beida,
04,Oum_El_Bouaghi,02,Ain_Beida,096,Berriche,
04,Oum_El_Bouaghi,03,Ain_Fekroun,102,El_Fedjoudj_Boughrara_Sa,
04,Oum_El_Bouaghi,03,Ain_Fekroun,091,Ain_Fekroun,
04,Oum_El_Bouaghi,04,Ain_Kercha,092,Ain_Kercha,
04,Oum_El_Bouaghi,04,Ain_Kercha,103,El_Harmilia,
04,Oum_El_Bouaghi,05,Ain_M'lila,093,Ain_M'lila,
04,Oum_El_Bouaghi,05,Ain_M'lila,109,Ouled_Gacem,
04,Oum_El_Bouaghi,06,Dhalaa,098,Dhalaa,
04,Oum_El_Bouaghi,06,Dhalaa,101,El_Djazia,
04,Oum_El_Bouaghi,07,F'kirina,104,Fkirina,
04,Oum_El_Bouaghi,07,F'kirina,108,Oued_Nini,
04,Oum_El_Bouaghi,08,Ksar_Sbahi,106,Ksar_Sbahi,
04,Oum_El_Bouaghi,09,Meskiana,107,Meskiana,
04,Oum_El_Bouaghi,09,Meskiana,100,El_Belala,
04,Oum_El_Bouaghi,10,Oum_El_Bouaghi,112,Oum_El_Bouaghi,
04,Oum_El_Bouaghi,10,Oum_El_Bouaghi,094,Ain_Zitounm,
04,Oum_El_Bouaghi,11,Sigus,099,El_Amiria,
04,Oum_El_Bouaghi,11,Sigus,114,Sigus,
04,Oum_El_Bouaghi,12,Souk_Naamane,115,Souk_Naamane,
04,Oum_El_Bouaghi,12,Souk_Naamane,111,Ouled_Zouai,
05,Batna,01,Ain_Djasser,117,Ain_Djasser,
05,Batna,01,Ain_Djasser,134,El_Hassi,
05,Batna,02,Ain_Touta,150,Maafa,
05,Batna,02,Ain_Touta,118,Ain_Touta,
05,Batna,03,Arris,120,Arris,
05,Batna,03,Arris,173,Tighanimine,
05,Batna,04,Barika,122,Barika,
05,Batna,04,Barika,125,Bitam,
05,Batna,05,Batna,123,Batna,
05,Batna,05,Batna,136,Fesdis,
05,Batna,06,Bouzina,129,Bouzina,
05,Batna,06,Bouzina,146,Larbaa,
05,Batna,07,Chemora,126,Boulhilat,
05,Batna,07,Chemora,130,Chemora,
05,Batna,08,Djezzar,121,Azil_Abedelkader,
05,Batna,08,Djezzar,133,Djezzar,
05,Batna,09,El_Madher,119,Ain_Yagout,
05,Batna,09,El_Madher,128,Boumia,
05,Batna,10,Ichemoul,137,Foum_Toub,
05,Batna,10,Ichemoul,142,Ichemoul,
05,Batna,11,Menaa,151,Menaa,
05,Batna,11,Menaa,174,Tigharghar,
05,Batna,12,Merouana,141,Hidoussa,
05,Batna,12,Merouana,152,Merouana,
05,Batna,13,N'gaous,153,N_Gaous,
05,Batna,13,N'gaous,165,Sefiane,
05,Batna,14,Ouled_Si_Slimane,161,Ouled_Si_Slimane,
05,Batna,14,Ouled_Si_Slimane,148,Lemcene,
05,Batna,15,Ras_El_Aioun,164,Ras_El_Aioun,
05,Batna,15,Ras_El_Aioun,163,Rahbat,
05,Batna,16,Seggana,166,Seggana,
05,Batna,16,Seggana,175,Tilatou,
05,Batna,17,Seriana,147,Lazrou,
05,Batna,17,Seriana,167,Seriana,
05,Batna,18,Tazoult,162,Ouyoun_El_Assafir,
05,Batna,18,Tazoult,171,Tazoult,
05,Batna,19,Theniet_El_Abed,172,Teniet_El_Abed,
05,Batna,19,Theniet_El_Abed,131,Chir,
05,Batna,20,Timgad,176,Timgad,
05,Batna,20,Timgad,159,Ouled_Fadel,
05,Batna,21,Tkout,138,Ghassira,
05,Batna,21,Tkout,168,T_Kout,
06,Bejaia,01,Adekar,178,Adekar,
06,Bejaia,01,Adekar,189,Beni_K'sila,
06,Bejaia,02,Akbou,181,Akbou,
06,Bejaia,02,Akbou,195,Chellata,
06,Bejaia,03,Amizour,188,Beni_Djellil,
06,Bejaia,03,Amizour,184,Amizour,
06,Bejaia,04,Aokas,185,Aokas,
06,Bejaia,04,Aokas,228,Tizi-N'berber,
06,Bejaia,05,Barbacha,186,Barbacha,
06,Bejaia,05,Barbacha,206,Kendira,
06,Bejaia,06,Bejaia,187,Bejaia,
06,Bejaia,06,Bejaia,210,Oued_Ghir,
06,Bejaia,07,Beni_Maouche,191,Benimaouche,
06,Bejaia,08,Chemini,182,Akfadou,
06,Bejaia,08,Chemini,196,Chemini,
06,Bejaia,09,Darguina,180,Ait-Smail,
06,Bejaia,09,Darguina,197,Darguina,
06,Bejaia,10,El_Kseur,200,El_Kseur,
06,Bejaia,10,El_Kseur,201,Fenaia_Il_Maten,
06,Bejaia,11,Ifri_Ouzellaguene,203,Ouzellaguen,
06,Bejaia,12,Ighil_Ali,179,Ait_R'zine,
06,Bejaia,12,Ighil_Ali,204,Ighil-Ali,
06,Bejaia,13,Kherrata,198,Dra_El_Caid,
06,Bejaia,13,Kherrata,207,Kherrata,
06,Bejaia,14,Seddouk,183,Amalou,
06,Bejaia,14,Seddouk,183,Amalou,
06,Bejaia,15,Sidi_Aich,212,Sidi_Ayad,
06,Bejaia,15,Sidi_Aich,213,Sidi-Aich,
06,Bejaia,16,Souk_El_Tenine,209,Melbou,
06,Bejaia,16,Souk_El_Tenine,215,Souk_El_Tenine,
06,Bejaia,17,Tazmalt,190,Beni-Mallikeche,
06,Bejaia,17,Tazmalt,222,Tazmalt,
06,Bejaia,18,Tichy,194,Boukhelifa,
06,Bejaia,18,Tichy,224,Tichy,
06,Bejaia,19,Timezrit,226,Timezrit,
07,Biskra,01,Biskra,233,Biskra,
07,Biskra,01,Biskra,243,El_Hadjab,
07,Biskra,02,Djemorah,239,Djemorah,
07,Biskra,02,Djemorah,236,Branis,
07,Biskra,03,El_Kantara,245,El_Kantara,
07,Biskra,03,El_Kantara,231,Ain_Zaatout,
07,Biskra,04,El_Outaya,246,El_Outaya,
07,Biskra,05,Foughala,247,Foughala,
07,Biskra,05,Foughala,242,El_Ghrous,
07,Biskra,06,Mechouneche,251,M'chouneche,
07,Biskra,07,Ourlal,254,M'lili,
07,Biskra,07,Ourlal,257,Ourlal,
07,Biskra,08,Sidi_Okba,230,Ain_Naga,
07,Biskra,08,Sidi_Okba,260,Sidi_Okba,
07,Biskra,09,Tolga,249,Lichana,
07,Biskra,09,Tolga,261,Tolga,
07,Biskra,10,Zeribet_El_Oued,262,Zeribet_El_Oued,
07,Biskra,10,Zeribet_El_Oued,253,Meziraa,
08,Bechar,01,Abadla,263,Abadla,
08,Bechar,01,Abadla,270,Erg-Ferradj,
08,Bechar,02,Bechar,264,Bechar,
08,Bechar,03,Beni_Ounif,267,Beni-Ounif,
08,Bechar,04,Kenadsa,277,Meridja,
08,Bechar,04,Kenadsa,272,Kenadsa,
08,Bechar,05,Lahmar,268,Boukais,
08,Bechar,05,Lahmar,275,Lahmar,
08,Bechar,06,Tabelbala,280,Tabelbala,
08,Bechar,07,Taghit,281,Taghit,
09,Blida,01,Blida,289,Bouarfa,
09,Blida,01,Blida,288,Blida,
09,Blida,02,Boufarik,308,Soumaa,
09,Blida,02,Boufarik,290,Boufarik,
09,Blida,03,Bougara,305,Ouled_Slama,
09,Blida,03,Bougara,291,Bougara,
09,Blida,04,Bouinan,292,Bouinan,
09,Blida,05,El_Affroun,303,Oued__Djer,
09,Blida,05,El_Affroun,297,El-Affroun,
09,Blida,06,Larbaa,307,Souhane,
09,Blida,06,Larbaa,300,Larbaa,
09,Blida,07,Meftah,301,Meftah,
09,Blida,07,Meftah,296,Djebabra,
09,Blida,08,Mouzaia,302,Mouzaia,
09,Blida,08,Mouzaia,294,Chiffa,
09,Blida,09,Oued_El_Alleug,304,Oued_El_Alleug,
09,Blida,09,Oued_El_Alleug,287,Benkhelil,
09,Blida,10,Ouled_Yaich,306,Ouled_Yaich,
09,Blida,10,Ouled_Yaich,295,Chrea,
10,Bouira,01,Ain_Bessem,312,Ain_Laloui,
10,Bouira,01,Ain_Bessem,314,Ain-Bessem,
10,Bouira,02,Bechloul,310,Ahl_El_Ksar,
10,Bouira,02,Bechloul,317,Bechloul,
10,Bouira,03,Bir_Ghbalou,330,El_Khabouzia,
10,Bouira,03,Bir_Ghbalou,318,Bir_Ghbalou,
10,Bouira,04,Bordj_Okhriss,334,Hadjera_Zerga,
10,Bouira,04,Bordj_Okhriss,319,Bordj_Okhriss,
10,Bouira,05,Bouira,321,Bouira,
10,Bouira,05,Bouira,313,Ain_Turk,
10,Bouira,6,El_Hachimia,329,El_Hachimia,
10,Bouira,6,El_Hachimia,343,Oued_El_Berdi,
10,Bouira,7,Haizer,335,Haizer,
10,Bouira,7,Haizer,350,Taghzout,
10,Bouira,8,Kadiria,316,Aomar,
10,Bouira,8,Kadiria,337,Kadiria,
10,Bouira,9,Lakhdaria,338,Lakhdaria,
10,Bouira,9,Lakhdaria,340,Maala,
10,Bouira,10,M'chedallah,339,M_Chedallah,
10,Bouira,10,M'chedallah,309,Aghbalou,
10,Bouira,11,Souk_El_Khemis,332,El-Mokrani,
10,Bouira,11,Souk_El_Khemis,348,Souk_El_Khemis,
10,Bouira,12,Sour_El_Ghozlane,346,Ridane,
10,Bouira,12,Sour_El_Ghozlane,341,Maamora,
11,Tamanrasset,01,Silet,354,Abelsa,
11,Tamanrasset,02,Tamanrasset,361,Tamanrasset,
11,Tamanrasset,02,Tamanrasset,355,Ain_Amguel,
11,Tamanrasset,03,Tazrouk,362,Tazrouk,
11,Tamanrasset,04,Tazrouk,359,Idles,
12,Tebessa,01,Bir_El_Ater,378,El_Ogla_El_Malha,
12,Tebessa,01,Bir_El_Ater,369,Bir-El-Ater,
12,Tebessa,02,Bir_Mokadem,368,Bir_Mokkadem,
12,Tebessa,02,Bir_Mokadem,383,Hammamet,
12,Tebessa,03,Cheria,391,Telidjen,
12,Tebessa,03,Cheria,372,Cheria,
12,Tebessa,04,El_Aouinet,379,El-Aouinet,
12,Tebessa,04,El_Aouinet,370,Boukhadra,
12,Tebessa,05,El_Kouif,366,Bekkaria,
12,Tebessa,05,El_Kouif,373,El_Kouif,
12,Tebessa,06,El_Malabiod,380,El-Houidjbet,
12,Tebessa,06,El_Malabiod,374,El_Malabiod,
12,Tebessa,07,El_Ogla,389,Stah_Guentis,
12,Tebessa,07,El_Ogla,377,El_Ogla,
12,Tebessa,07,El_Ogla,376,El_Mezeraa,
12,Tebessa,08,Morsott,367,Bir_Dheheb,
12,Tebessa,08,Morsott,384,Morsott,
12,Tebessa,09,Negrine,381,Ferkane,
12,Tebessa,09,Negrine,385,Negrine,
12,Tebessa,10,Ouenza,386,Ouenza,
12,Tebessa,10,Ouenza,375,El_Meridj,
12,Tebessa,11,Oum_Ali,388,Saf_Saf_El_Ouesra,
12,Tebessa,11,Oum_Ali,387,Oum_Ali,
12,Tebessa,12,Tebessa,390,Tebessa,
13,Tlemcen,01,Ain_Tellout,396,Ain_Nehala,
13,Tlemcen,01,Ain_Tellout,397,Ain_Tellout,
13,Tlemcen,02,Bab_El_Assa,400,Bab_El_Assa,
13,Tlemcen,02,Bab_El_Assa,439,Souani,
13,Tlemcen,03,Beni_Boussaid,437,Sidi_Medjahed,
13,Tlemcen,03,Beni_Boussaid,402,Beni_Boussaid,
13,Tlemcen,04,Beni_Snous,401,Beni_Bahdel,
13,Tlemcen,04,Beni_Snous,407,Beni_Snous,
13,Tlemcen,05,Bensekrane,435,Sidi_Abdelli,
13,Tlemcen,05,Bensekrane,408,Bensekrane,
13,Tlemcen,06,Chetouane,411,Chetouane,
13,Tlemcen,06,Chetouane,399,Amieur,
13,Tlemcen,07,Fellaoucene,418,Fellaoucene,
13,Tlemcen,07,Fellaoucene,392,Ain_Fetah,
13,Tlemcen,08,Ghazaouet,412,Dar_Yaghmoracen,
13,Tlemcen,08,Ghazaouet,419,Ghazaouet,
13,Tlemcen,09,Hennaya,444,Zenata,
13,Tlemcen,09,Hennaya,421,Hennaya,
13,Tlemcen,10,Honnaine,422,Honnaine,
13,Tlemcen,10,Honnaine,403,Beni_Khellad,
13,Tlemcen,11,Maghnia,423,Maghnia,
13,Tlemcen,11,Maghnia,420,Hammam_Boughrara,
13,Tlemcen,12,Mansourah,441,Terny_Beni_Hediel,
13,Tlemcen,12,Mansourah,424,Mansourah,
13,Tlemcen,13,Marsa_Ben_Mehdi,426,M'sirda_Fouaga,
13,Tlemcen,13,Marsa_Ben_Mehdi,425,Marsa_Ben_M'hidi,
13,Tlemcen,14,Nedroma,427,Nedroma,
13,Tlemcen,14,Nedroma,413,Djebala,
13,Tlemcen,15,Ouled_Mimoun,406,Beni_Smiel,
13,Tlemcen,14,Nedroma,413,Djebala,
13,Tlemcen,15,Ouled_Mimoun,429,Ouled_Mimoun,
13,Tlemcen,16,Remchi,398,Ain_Youcef,
13,Tlemcen,16,Remchi,431,Remchi,
13,Tlemcen,17,Sabra,409,Bouhlou,
13,Tlemcen,17,Sabra,432,Sabra,
13,Tlemcen,18,Sebdou,434,Sebdou,
13,Tlemcen,18,Sebdou,417,El_Gor,
13,Tlemcen,19,Sidi_Djillali,436,Sidi_Djillali,
13,Tlemcen,19,Sidi_Djillali,410,Bouihi,
13,Tlemcen,20,Tlemcen,443,Tlemcen,
14,Tiaret,01,Ain_Deheb,446,Ain_Deheb,
14,Tiaret,01,Ain_Deheb,451,Chehaima,
14,Tiaret,02,Ain_Kermes,449,Ain_Kermes,
14,Tiaret,02,Ain_Kermes,453,Djebilet_Rosfa,
14,Tiaret,03,Dahmouni,445,Ain_Bouchekif,
14,Tiaret,03,Dahmouni,452,Dahmouni,
14,Tiaret,04,Frenda,448,Ain_El_Hadid,
14,Tiaret,04,Frenda,456,Frenda,
14,Tiaret,05,Hamadia,450,Bougara,
14,Tiaret,05,Hamadia,458,Hamadia,
14,Tiaret,06,Ksar_Chellala,459,Ksar_Chellala,
14,Tiaret,06,Ksar_Chellala,474,Serghine,
14,Tiaret,07,Mahdia,461,Mahdia,
14,Tiaret,07,Mahdia,447,Ain_Dzarit,
14,Tiaret,08,Mechraa_Sfa,454,Djillali_Ben_Amar,
14,Tiaret,08,Mechraa_Sfa,462,Mechraa_Safa,
14,Tiaret,09,Medroussa,464,Medroussa,
14,Tiaret,09,Medroussa,466,Mellakou,
14,Tiaret,10,Meghila,473,Sebt,
14,Tiaret,10,Meghila,479,Sidi_Hosni,
14,Tiaret,11,Oued_Lili,469,Oued_Lilli,
14,Tiaret,11,Oued_Lili,477,Sidi_Ali_Mellal,
14,Tiaret,12,Rahouia,457,Guertoufa,
14,Tiaret,12,Rahouia,470,Rahouia,
14,Tiaret,13,Sougueur,455,Faidja,
14,Tiaret,13,Sougueur,485,Tousnina,
14,Tiaret,14,Tiaret,483,Tiaret,
15,Tizi_Ouzou,01,Ain_El_Hammam,487,Abi-Youcef,
15,Tizi_Ouzou,01,Ain_El_Hammam,490,Ain-El-Hammam,
15,Tizi_Ouzou,02,Azazga,506,Azazga,
15,Tizi_Ouzou,02,Azazga,519,Freha,
15,Tizi_Ouzou,03,Azeffoun,488,Aghribs,
15,Tizi_Ouzou,03,Azeffoun,498,Ait-Chafaa,
15,Tizi_Ouzou,04,Beni_Douala,510,Beni-Douala,
15,Tizi_Ouzou,04,Beni_Douala,509,Beni-Aissi,
15,Tizi_Ouzou,05,Benni_Yenni,511,Beni-Yenni,
15,Tizi_Ouzou,05,Benni_Yenni,521,Iboudrarene,
15,Tizi_Ouzou,06,Boghni,513,Boghni,
15,Tizi_Ouzou,06,Boghni,515,Bounouh,
15,Tizi_Ouzou,07,Bouzeguene,522,Idjeur,
15,Tizi_Ouzou,07,Bouzeguene,516,Bouzeguene,
15,Tizi_Ouzou,08,Draa_Ben_Khedda,517,Draa-Ben-Khedda,
15,Tizi_Ouzou,08,Draa_Ben_Khedda,540,Sidi_Namane,
15,Tizi_Ouzou,09,Draa_El_Mizan,518,Draa-El-Mizan,
15,Tizi_Ouzou,09,Draa_El_Mizan,520,Frikat,
15,Tizi_Ouzou,10,Iferhounene,526,Illilten,
15,Tizi_Ouzou,10,Iferhounene,523,Iferhounene,
15,Tizi_Ouzou,11,Larbaa_Nath_Iraten,529,Irdjen,
15,Tizi_Ouzou,11,Larbaa_Nath_Iraten,530,Larbaa_Nath_Irathen,
15,Tizi_Ouzou,12,Maatkas,531,Maatkas,
15,Tizi_Ouzou,12,Maatkas,542,Souk-El-Tenine,
15,Tizi_Ouzou,13,Makouda,514,Boudjima,
15,Tizi_Ouzou,13,Makouda,532,Makouda,
15,Tizi_Ouzou,14,Mekla,495,Ait_Khellili,
15,Tizi_Ouzou,14,Mekla,534,Mekla,
15,Tizi_Ouzou,15,Ouacif,494,Ait_Boumahdi,
15,Tizi_Ouzou,15,Ouacif,537,Ouacif,
15,Tizi_Ouzou,16,Ouadhias,489,Agouni-Gueghrane,
15,Tizi_Ouzou,16,Ouadhias,493,Ait_Bouaddou,
15,Tizi_Ouzou,17,Ouaguenoun,497,Ait-Aissa-Mimoun,
15,Tizi_Ouzou,17,Ouaguenoun,539,Ouaguenoun,
